no,tanggal_produksi,jam_produksi,nama_sampel,jenis_sampel,t10,t15,t20,t25,t30,t35,t40,t45,t50,t55,t60,t65
1,2025-09-15,2.3,RBDHPKOL,RBDHPKOL,94.6,91.37,76,52.94,34.3,12.94,7.01,1.89,0.1,0,0,0
2,2025-09-15,3,RBDHPKOL,RBDHPKOL,95.22,91.98,79.99,55.9,30.65,13.53,7.43,2.29,0.14,0,0,0
3,2025-09-15,2.3,RBDHPKOL (Sample Ulang),RBDHPKOL,95.32,92.34,80.8,55.06,31.39,12.35,7.55,2.94,0.32,0,0,0
4,2025-09-15,4,RBDHPKOL,RBDHPKOL,95.43,93.16,81.57,56.64,30.86,14.88,7.26,2.44,0,0,0,0
5,2025-09-15,4.3,RBDHPKOL,RBDHPKOL,96.05,93.17,82.37,58.64,32.99,15.5,7.76,2.02,0,0,0,0
6,2025-09-15,5,RBDHPKOL,RBDHPKOL,95.93,92.48,81.69,57.97,31.64,14.86,8.32,2.06,0,0,0,0
7,2025-09-15,6,RBDHPKOL,RBDHPKOL,95.7,93.23,81.25,57.68,31.37,15.15,6.66,1.94,0,0,0,0
8,2025-09-15,7,RBDHPKOL,RBDHPKOL,96.8,93.29,82.68,59.39,33.97,15.68,7.83,3.02,0.06,0,0,0
9,2025-09-16,9,RBDHPKOL,RBDHPKOL,96.17,93.46,82.95,59.39,33.21,15.66,7.29,2.53,0.42,0,0,0
10,2025-09-16,10,RBDHPKOL,RBDHPKOL,95.76,91.82,78.58,60.31,35.06,15.79,8.44,2.69,0,0,0,0
11,2025-09-16,11,RBDHPKOL,RBDHPKOL,95.88,91.94,81.16,60.41,34.36,16.31,8.53,3.53,0.17,0,0,0
12,2025-09-16,12,RBDHPKOL,RBDHPKOL,96.23,93.27,82.23,61.04,34.89,15.96,8.77,2.69,0,0,0,0
13,2025-09-16,13,RBDHPKOL,RBDHPKOL,96.28,93.04,81.9,60.37,33.96,15.33,7.74,2.45,0,0,0,0
14,2025-09-16,14,RBDHPKOL,RBDHPKOL,96.06,93.17,82.23,61.08,34.17,16.01,7.94,2.01,0,0,0,0
15,2025-09-16,15,RBDHPKOL,RBDHPKOL,96.28,93.24,81.79,60.51,35.45,15.33,8.22,2.85,0,0,0,0
16,2025-09-20,9,RBDHPKST,RBDHPKST,96.64,95.61,93.29,75.04,29.02,2.2,0.85,0,0,0,0,0
17,2025-09-20,11,RBDHPKST,RBDHPKST,97.46,96.79,95.33,80.23,33.45,3.24,0.75,0,0,0,0,0
18,2025-09-20,13,RBDHPKST,RBDHPKST,97.5,96.81,95.72,82.7,36.1,3.72,0,0,0,0,0,0
19,2025-09-20,15,RBDHPKST,RBDHPKST,97.57,96.5,95.72,82.8,36.64,3.85,0,0,0,0,0,0
20,2025-09-20,19,RBDHPKOL,RBDHPKOL,96.3,93.44,82.37,58.08,34.51,16.64,7.82,3.04,0,0,0,0
21,2025-09-20,17,RBDHPKOL,RBDHPKOL,96.3,95.95,80,60.43,38.4,17,9.91,2.98,0,0,0,0
22,2025-09-20,21,RBDHPKOL,RBDHPKOL,96.01,95.75,79.67,59.96,35.92,17.25,9.32,3.3,0,0,0,0
23,2025-09-20,23,RBDHPKOL,RBDHPKOL,96.33,95.56,79.72,59.6,36.31,16.43,8.65,3.36,0,0,0,0
24,2025-09-20,1,RBDHPKOL,RBDHPKOL,96.15,95.57,79.91,58.81,36.34,17.65,9.14,3.34,0,0,0,0
25,2025-09-20,3,RBDHPKOL,RBDHPKOL,96.27,95.77,79.65,59.26,36.58,16.76,9.91,4.28,0,0,0,0
26,2025-09-20,5,RBDHPKOL,RBDHPKOL,95.66,95.66,79.77,59.6,36.04,17.18,10.35,2.92,0.32,0,0,0
27,2025-09-20,7,RBDHPKOL,RBDHPKOL,96.56,95.56,79.7,58.79,35.03,16.85,8.91,3.48,0,0,0,0
28,2025-09-30,23,RBDHPKOL,RBDHPKOL,96.32,95.42,78.52,59.21,32.54,18.63,11.7,4.51,0,0,0,0
29,2025-09-30,0,RBDHPKOL,RBDHPKOL,97.36,95.72,89.82,66.43,36.24,13.17,6.81,1.38,0,0,0,0
30,2025-09-30,3,RBDHPKOL,RBDHPKOL,94.31,92.15,81.01,63.66,36.25,23.19,14.28,5.66,0,0,0,0
31,2025-09-30,5,RBDHPKOL,RBDHPKOL,94.1,92.31,81.58,63.21,35.18,22.79,14.52,5.56,0,0,0,0
32,2025-10-01,9,RBDHPKOL,RBDHPKOL,94.09,92.23,81.07,63.52,36.89,21.94,12.52,5.98,0,0,0,0
33,2025-10-01,11,RBDHPKOL,RBDHPKOL,94.15,92.34,72.06,61.94,37.02,21.5,12.25,5.28,0,0,0,0
34,2025-10-01,13,RBDHPKOL,RBDHPKOL,94.16,92.24,71.44,59.9,37.9,18.82,10.15,6.38,0,0,0,0
35,2025-10-01,15,RBDHPKOL,RBDHPKOL,94.03,92.17,81.59,58.81,37.2,19.26,10.37,6.04,0,0,0,0
36,2025-10-01,19,RBDHPKOL,RBDHPKOL,94.12,91.91,81.42,59.11,37.78,18.02,9.88,4.16,0,0,0,0
37,2025-10-01,21,RBDHPKOL,RBDHPKOL,95.79,92.53,81.66,60.79,35.32,18.03,8.84,4.02,0,0,0,0
38,2025-10-01,23,RBDHPKOL,RBDHPKOL,96.72,92.66,82.92,60.81,35.68,19.97,9.82,4.31,0,0,0,0
39,2025-10-01,1,RBDHPKOL,RBDHPKOL,95.54,92.18,82.01,63.85,36.11,20.13,12.58,4.65,0,0,0,0
40,2025-10-01,3,RBDHPKOL,RBDHPKOL,95.79,92.75,82.3,63.23,35.99,20,12.97,4.29,0,0,0,0
41,2025-10-01,5,RBDHPKOL,RBDHPKOL,96,92.53,81.87,64.69,35.94,19.83,12.46,4.43,0,0,0,0
42,2025-10-01,7,RBDHPKOL,RBDHPKOL,95.62,92.65,83.52,64.72,36.01,19.99,12.67,4.46,0,0,0,0
43,2025-10-02,9,RBDHPKOL,RBDHPKOL,95.28,92.53,82.14,61.34,36.53,20.37,11.96,4.3,0,0,0,0
44,2025-10-02,11,RBDHPKOL,RBDHPKOL,93.24,90.95,83.6,64.24,35.56,18.68,11.98,4.28,0,0,0,0
45,2025-10-02,13,RBDHPKOL,RBDHPKOL,95.54,92.68,83.24,63.89,36.72,20.01,11.15,2.89,0,0,0,0
46,2025-10-02,15,RBDHPKOL,RBDHPKOL,96.18,92.9,83.24,63.26,37.07,19.52,11.82,4.58,0,0,0,0
47,2025-10-02,17,RBDHPKOL,RBDHPKOL,96.15,92.2,82.36,59.97,37.72,20.63,12.69,4.35,0,0,0,0
48,2025-10-02,19,RBDHPKOL,RBDHPKOL,95.67,92.95,82.9,60.12,35.95,19.3,11.34,2.88,0,0,0,0
49,2025-10-02,21,RBDHPKOL,RBDHPKOL,95.63,92.83,82.02,59.11,37.23,20.63,10.06,3.79,0,0,0,0
50,2025-10-02,1,RBDHPKOL,RBDHPKOL,94.91,92.75,82.45,59.31,37.17,20.78,10.36,3.65,0,0,0,0
51,2025-10-02,3,RBDHPKOL,RBDHPKOL,95.44,92.21,82.32,58.35,36.59,20.1,10.87,4.26,0,0,0,0
52,2025-10-02,5,RBDHPKOL,RBDHPKOL,95.28,93.02,82.78,59.03,39.05,21.14,10.33,4.02,0,0,0,0
53,2025-10-02,7,RBDHPKOL,RBDHPKOL,95.84,92.62,82.08,58.13,38.69,23.2,12.79,5.95,0,0,0,0
54,2025-10-03,9,RBDHPKOL,RBDHPKOL,94.89,91.42,81.19,61.08,40.03,21.62,12.08,6.42,0,0,0,0
55,2025-10-03,11,RBDHPKOL,RBDHPKOL,95.23,92.18,82.43,59.82,39.02,20.9,11.87,5.02,0,0,0,0
56,2025-10-03,13,RBDHPKOL,RBDHPKOL,92.39,89.28,80.97,62.55,40.24,22.31,13.59,3.71,0,0,0,0
57,2025-10-13,18,RBDHPKOL,RBDHPKOL,95.38,89.2,78,58.54,34.29,19.13,11.27,3.81,0,0,0,0
58,2025-10-13,21,RBDHPKOL,RBDHPKOL,96.11,90.05,80.65,60.27,35.39,21.3,12.68,3.7,0,0,0,0
59,2025-10-13,23,RBDHPKOL,RBDHPKOL,95.75,89.63,79.33,59.41,34.84,20.22,11.98,3.76,0,0,0,0
60,2025-10-13,1,RBDHPKOL,RBDHPKOL,95.92,89.84,79.52,59.84,35.12,20.76,11.69,3.73,0,0,0,0
61,2025-10-13,3,RBDHPKOL,RBDHPKOL,96.15,89.68,80.16,59.51,34.91,20.35,11.86,3.75,0,0,0,0
62,2025-10-13,5,RBDHPKOL,RBDHPKOL,96.03,88.9,80.57,58.71,36.94,20.39,12.02,4.3,0,0,0,0
63,2025-10-13,7,RBDHPKOL,RBDHPKOL,96.37,92.61,81.12,58.48,37.47,21.94,13.14,5.12,0.05,0,0,0
64,2025-10-14,9,RBDHPKOL,RBDHPKOL,96.4,91.75,79.83,57.79,36.83,19.39,12.1,3.95,0,0,0,0
65,2025-10-14,11,RBDHPKOL,RBDHPKOL,96.21,92.66,80.21,58.24,35.59,19.52,11.08,4.64,0,0,0,0
66,2025-10-14,13,RBDHPKOL,RBDHPKOL,96.33,92.34,80.39,58.17,36.63,18.27,11.26,4.45,0.02,0,0,0
67,2025-10-14,15,RBDHPKOL,RBDHPKOL,96.13,92.32,78.85,57.94,35.96,17.93,10.72,4.23,0,0,0,0
68,2025-10-14,17,RBDHPKOL,RBDHPKOL,96.23,91.47,80.16,58.41,36.33,19.68,11.74,4.35,0.01,0,0,0
69,2025-10-14,19,RBDHPKOL,RBDHPKOL,96.15,91.12,80.01,58.65,36.06,19.84,11.76,4.23,0.01,0,0,0
70,2025-10-14,21,RBDHPKOL,RBDHPKOL,95.73,90.9,80.21,59.21,36.6,20.22,11.93,4.32,0,0,0,0
71,2025-10-14,1,RBDHPKOL,RBDHPKOL,95.31,91.72,80.23,57.24,36.12,19.95,11.49,5.52,0,0,0,0
72,2025-10-14,3,RBDHPKOL,RBDHPKOL,94.97,91.76,80.13,57.16,36.33,19.19,11.88,3.99,0,0,0,0
73,2025-10-14,5,RBDHPKOL,RBDHPKOL,95.09,91.47,80.24,57.06,36.26,18.49,11.92,3.1,0,0,0,0
74,2025-10-14,7,RBDHPKOL,RBDHPKOL,95.45,91.63,80.85,58.54,36.85,19.14,11.45,4.9,0,0,0,0
75,2025-10-15,9,RBDHPKOL,RBDHPKOL,95.75,91.55,79.93,58.1,36.37,18.69,10.9,4.34,0,0,0,0
76,2025-10-15,11,RBDHPKOL,RBDHPKOL,95.58,91.41,80.17,57.95,37.23,19.87,11.39,4.33,0,0,0,0
77,2025-10-15,13,RBDHPKOL,RBDHPKOL,95.45,91.44,80.28,57.98,37.16,20.09,10.7,4.36,0,0,0,0
78,2025-10-15,15,RBDHPKOL,RBDHPKOL,95.31,91.5,80.33,57.84,36.43,19.4,11.73,4.37,0,0,0,0
79,2025-10-15,17,RBDHPKOL,RBDHPKOL,95.32,91.63,80.28,57.62,36.39,19.09,11.53,4.37,0,0,0,0
80,2025-10-15,19,RBDHPKOL,RBDHPKOL,95.37,91.56,80.26,57.76,36.61,19.07,11.51,4.13,0,0,0,0
81,2025-10-15,21,RBDHPKOL,RBDHPKOL,95.47,91.5,80.29,57.93,36.77,19.25,11.27,4.21,0,0,0,0
82,2025-10-15,1,RBDHPKOL,RBDHPKOL,95.28,90,80.26,58.52,36.44,19.15,11.62,5,0.13,0,0,0
83,2025-10-15,3,RBDHPKOL,RBDHPKOL,95.29,91.03,79.82,59.46,36.12,18.14,11.03,4.37,0,0,0,0
84,2025-10-15,5,RBDHPKOL,RBDHPKOL,94.17,90.55,80.27,59.9,36.79,18.68,11.74,3.96,0,0,0,0
85,2025-10-16,7,RBDHPKOL,RBDHPKOL,95.35,91.15,80.2,59.77,37.13,18.65,12.49,4.42,0,0,0,0
86,2025-10-16,9,RBDHPKOL,RBDHPKOL,95.38,90.94,80.24,60.31,37.09,18.82,12.24,4.36,0,0,0,0
87,2025-10-27,21,RBDHPKOL,RBDHPKOL,95.45,92.39,81.61,61.17,34.31,19.21,11.32,4.46,0,0,0,0
88,2025-10-27,23,RBDHPKOL,RBDHPKOL,95.76,92.38,82.22,61.64,35.75,19.58,11.53,4.63,0,0,0,0
89,2025-10-27,1,RBDHPKOL,RBDHPKOL,95.41,91.91,81.46,60.8,35.62,19.34,11.28,4.16,0,0,0,0
90,2025-10-27,3,RBDHPKOL,RBDHPKOL,95.45,91.59,79.86,61.2,35.23,19.38,11.37,4.41,0,0,0,0
91,2025-10-27,5,RBDHPKOL,RBDHPKOL,95.54,91.96,81.18,61.21,35.53,19.43,11.39,4.4,0,0,0,0
92,2025-10-27,7,RBDHPKOL,RBDHPKOL,95.47,91.82,80.83,61.07,35.46,19.38,11.35,4.32,0,0,0,0
93,2025-10-28,9,RBDHPKOL,RBDHPKOL,95.9,92.08,80.61,60.62,36.05,18.82,11.3,4.39,0.01,0,0,0
94,2025-10-28,11,RBDHPKOL,RBDHPKOL,96.01,91.9,79.55,60.22,36.47,18.4,11.05,4.25,0,0,0,0
95,2025-10-28,13,RBDHPKOL,RBDHPKOL,94.99,90.89,78.98,60.67,37.11,19.71,11.77,4.85,0,0,0,0
96,2025-10-28,15,RBDHPKOL,RBDHPKOL,95.22,90.97,78.36,60.74,36.12,19.68,11.36,4.72,0.96,0,0,0
97,2025-10-28,17,RBDHPKOL,RBDHPKOL,95.37,90.32,78.44,60.3,36.65,19.51,10.33,5.02,0.92,0,0,0
98,2025-10-28,19,RBDHPKOL,RBDHPKOL,95.25,91.68,80,59.57,35.11,20.04,12.09,3.78,0,0,0,0
99,2025-10-28,21,RBDHPKOL,RBDHPKOL,95.53,91.69,79.74,58.63,35.33,20.53,12.35,4.23,0,0,0,0
100,2025-10-28,23,RBDHPKOL,RBDHPKOL,95.25,90.67,78.92,60.37,35.72,20.04,11.81,4.74,0,0,0,0
101,2025-10-28,1,RBDHPKOL,RBDHPKOL,94.75,89.8,78.64,60.04,36.13,21.07,11.31,4.05,0,0,0,0
102,2025-10-28,3,RBDHPKOL,RBDHPKOL,95.83,91.23,79.54,59.68,35.73,20.55,11.75,4.95,0,0,0,0
103,2025-10-28,5,RBDHPKOL,RBDHPKOL,95.58,91.17,79.55,60.03,35.86,20.55,11.62,4.58,0,0,0,0
104,2025-10-28,7,RBDHPKOL,RBDHPKOL,96.38,91.73,80.02,59.57,36.62,21.32,11.49,4.96,0,0,0,0
105,2025-10-29,9,RBDHPKOL,RBDHPKOL,96.83,90.36,80.86,59.69,36.82,20.13,12.44,4.38,0,0,0,0
106,2025-10-29,11,RBDHPKOL,RBDHPKOL,95.85,90.38,80.65,59.54,36.75,20.78,12.51,4.14,0,0,0,0
107,2025-10-29,13,RBDHPKOL,RBDHPKOL,95.9,91.06,80.08,59.64,36.61,20.26,12.21,5.02,0,0,0,0
108,2025-10-29,15,RBDHPKOL,RBDHPKOL,95.45,90.56,79.95,59.13,35.05,20.3,12.23,4.06,0,0,0,0
109,2025-10-29,17,RBDHPKOL,RBDHPKOL,96.95,90.78,79.98,59.21,37,20.24,12.14,3.96,0,0,0,0
110,2025-10-29,19,RBDHPKOL,RBDHPKOL,96.89,91.03,80.63,59.75,36.62,20.63,11.44,4.21,0,0,0,0
111,2025-10-29,21,RBDHPKOL,RBDHPKOL,95.95,89.83,80.66,59.47,36.05,20.36,12.29,3.96,0,0,0,0
112,2025-10-29,23,RBDHPKOL,RBDHPKOL,96.52,90.62,79.19,58.66,36.82,19.99,11.91,4.21,0,0,0,0
113,2025-10-29,1,RBDHPKOL,RBDHPKOL,95.08,90.53,79.95,59.09,35.37,20.65,11.61,3.85,0,0,0,0
114,2025-10-29,3,RBDHPKOL,RBDHPKOL,96.85,90.6,79.7,58.69,35.18,20.22,12.31,4.01,0,0,0,0
115,2025-10-29,5,RBDHPKOL,RBDHPKOL,96.42,90.7,79.91,58.79,35.9,20.84,12.06,4.21,0,0,0,0
116,2025-10-29,7,RBDHPKOL,RBDHPKOL,95.71,90.88,79.76,59.21,35.69,20.12,12,4.63,0,0,0,0
117,2025-10-30,9,RBDHPKOL,RBDHPKOL,95.77,91.63,79.58,58.75,35.17,20.41,12.07,4.37,0,0,0,0
118,2025-10-30,11,RBDHPKOL,RBDHPKOL,95.66,91.41,79.5,58.67,34.97,20.41,12.09,4.43,0,0,0,0
119,2025-10-30,13,RBDHPKOL,RBDHPKOL,95.54,90,79.41,58.59,34.77,20.42,12.11,4.48,0,0,0,0
120,2025-10-30,15,RBDHPKOL,RBDHPKOL,95.42,91.15,79.32,58.51,34.57,20.42,12.14,4.53,0,0,0,0
121,2025-10-30,17,RBDHPKOL,RBDHPKOL,94.7,91.23,80.46,59.97,36.54,20.75,10.65,4.57,0.38,0,0,0
122,2025-10-30,19,RBDHPKOL,RBDHPKOL,95.23,89.97,79.57,59.1,35.95,20.68,11.2,4.41,0.31,0,0,0
123,2025-10-30,21,RBDHPKOL,RBDHPKOL,94.75,91.66,79.2,59.55,34.75,20.65,11.57,4.31,0.15,0,0,0
124,2025-10-30,23,RBDHPKOL,RBDHPKOL,96.35,90.35,80.14,58.91,34.67,20.32,12.35,4.37,0.26,0,0,0
125,2025-11-28,0,RBDHPKOL,RBDHPKOL,92.01,87.85,77.67,59.65,34.01,20.51,10.6,4.32,0.21,0,0,0
126,2025-11-28,2,RBDHPKOL,RBDHPKOL,91.73,87.16,77.52,59.43,34.11,20.21,10.97,4.12,0.1,0,0,0
127,2025-11-28,4,RBDHPKOL,RBDHPKOL,92.36,88.1,77.99,58.3,34.64,20.42,10.94,4.55,0,0,0,0
128,2025-11-28,6,RBDHPKOL,RBDHPKOL,92.19,87.55,77.45,57.64,35.27,19.96,10.36,4.24,0,0,0,0
129,2025-11-28,8,RBDHPKOL,RBDHPKOL,91.56,85.78,74.39,53.04,37.3,18.47,8.12,3.18,0,0,0,0
130,2025-11-28,12,RBDHPKOL,RBDHPKOL,91.68,86.24,76.28,58.47,37.38,19.16,10.08,4.42,0,0,0,0
131,2025-11-28,16,RBDHPKOL,RBDHPKOL,91.56,85.17,75.94,59.2,37.98,17.78,10.98,4.37,0,0,0,0
132,2025-11-28,20,RBDHPKOL,RBDHPKOL,91.75,86.62,75.73,58.06,35.63,18.69,10.42,3.78,0,0,0,0
133,2025-11-29,1,RBDHPKOL,RBDHPKOL,91.45,86.2,77.4,58.18,40.71,18.32,10.6,4.28,0,0,0,0
134,2025-12-06,1,RBDHPKOL,RBDHPKOL,91.3,86.24,76.1,60.8,35.29,21.15,11.03,4.33,0,0,0,0
135,2025-12-06,5,RBDHPKOL,RBDHPKOL,91.25,86.05,77.04,60.93,36.03,21.82,11.11,4.46,0,0,0,0
136,2025-12-06,9,RBDHPKOL,RBDHPKOL,92,85.69,76.23,59.56,35.7,21.48,11.24,3.96,0,0,0,0
137,2025-12-06,7,RBDHPKOL,RBDHPKOL,92.11,85.57,76.4,59.13,35.75,21.31,11.01,4.01,0,0,0,0
138,2025-12-06,17,RBDHPKOL,RBDHPKOL,91.65,86.48,76.11,60.08,35.71,21.71,11.3,4.55,0,0,0,0
139,2025-12-21,9,RBDHPKOL,RBDHPKOL,85.09,86.73,79.47,60.17,27.44,12.3,10.18,3.16,0,0,0,0
140,2025-12-21,11,RBDHPKOL,RBDHPKOL,91.36,86.66,85.64,58.69,38.02,19.6,11.14,3.84,0,0,0,0
141,2025-12-21,13,RBDHPKOL,RBDHPKOL,91.57,85.64,85.16,61.96,37.94,22.68,10.22,4.23,0,0,0,0
142,2025-12-21,15,RBDHPKOL,RBDHPKOL,91.9,86.07,85.42,60.31,38.54,21.79,11.1,3.83,0,0,0,0
143,2025-12-21,17,RBDHPKOL,RBDHPKOL,91.53,85.9,85.53,61.5,37.09,21.35,11.07,3.7,0,0,0,0
144,2025-12-21,19,RBDHPKOL,RBDHPKOL,91.83,85.83,85.27,61.89,37.24,21.45,10.23,3.66,0,0,0,0
145,2025-12-21,21,RBDHPKOL,RBDHPKOL,91.97,85.89,86.07,61.5,37,21.24,10.94,3.15,0,0,0,0
146,2025-12-21,23,RBDHPKOL,RBDHPKOL,92.05,86.62,76.86,63.04,38.35,21.17,10.51,5.38,0.65,0,0,0
147,2025-12-22,1,RBDHPKOL,RBDHPKOL,92.02,86.76,76.99,61.7,38.38,21.88,9.48,4.6,0,0,0,0
148,2025-12-22,3,RBDHPKOL,RBDHPKOL,92.26,86.27,78.3,62.81,38.69,21.58,9.85,4.92,0,0,0,0
149,2025-12-22,5,RBDHPKOL,RBDHPKOL,91.83,86.71,79.23,61.8,34.68,19.75,11.91,4,0,0,0,0
150,2025-12-22,7,RBDHPKOL,RBDHPKOL,92.2,86.77,79.17,62.8,36.14,19.54,11.44,4.86,0.2,0,0,0
151,2025-12-22,11,RBDHPKOL,RBDHPKOL,92.14,86.41,77.96,60.57,35.45,19.08,10.57,5.53,0,0,0,0
152,2025-12-22,15,RBDHPKOL,RBDHPKOL,92.12,86.66,78.01,60.22,35.69,18.59,10.9,3.59,0,0,0,0
153,2025-12-22,19,RBDHPKOL,RBDHPKOL,92.2,86.77,79.01,60.99,34.8,19.37,11.6,4.9,0,0,0,0
154,2025-12-22,23,RBDHPKOL,RBDHPKOL,92.38,87.42,78.49,60.82,38.36,20.91,10.63,4.93,0,0,0,0
155,2025-12-31,0,RBDHPKOL,RBDHPKOL,92.51,86.49,74.88,59.63,36.68,23.54,13.18,4.31,0,0,0,0
156,2025-12-31,1,RBDHPKOL,RBDHPKOL,92.92,87.06,75.13,61.04,36.5,24.72,12.95,4.12,0,0,0,0
157,2025-12-31,2,RBDHPKOL,RBDHPKOL,91.18,85.32,74.5,61.58,35.85,24.78,14.05,4.1,0,0,0,0
158,2025-12-31,8,RBDHPKOL,RBDHPKOL,90.3,82.3,72.67,58.13,35.89,23.26,11.5,4.12,0,0,0,0
159,2025-12-31,11,RBDHPKOL,RBDHPKOL,92.25,84.91,76.44,60.52,35.45,23.1,11.86,4.52,0,0,0,0
160,2025-12-31,14,RBDHPKOL,RBDHPKOL,91.08,84.98,74.14,60.71,36.22,24.07,12.39,4.65,0,0,0,0
161,2025-12-31,16,RBDHPKOL,RBDHPKOL,91.81,85.12,76.2,61.19,34.95,23.98,11.51,4.21,0,0,0,0
162,2026-02-16,17,RBDHPKOL,RBDHPKOL,90.71,85.67,75.2,57.63,36.69,19.93,10.64,3.24,0,0,0,0
163,2026-02-16,21,RBDHPKOL,RBDHPKOL,90.81,85.71,76.21,57.45,36.26,19.03,9.27,3.11,0,0,0,0
164,2026-02-17,0,RBDHPKOL,RBDHPKOL,91.63,85.39,76.58,57.92,36.72,19.71,9.52,3.56,0,0,0,0
165,2026-02-17,4,RBDHPKOL,RBDHPKOL,91.74,85.33,76.06,57.06,36.06,19.53,9.25,2.93,0,0,0,0
166,2026-02-17,8,RBDHPKOL,RBDHPKOL,91.34,85.95,75.2,58.73,38.6,21.35,12.18,4.51,0,0,0,0
167,2026-02-17,12,RBDHPKOL,RBDHPKOL,91.23,85.69,75.1,57.8,37.77,21.38,10.77,4.67,0,0,0,0
168,2026-02-17,17,RBDHPKOL,RBDHPKOL,91.28,85.96,75.4,58.01,37.71,21.05,11.75,3.9,0,0,0,0
169,2026-02-17,21,RBDHPKOL,RBDHPKOL,91.28,85.44,75.91,59.6,38.66,21.31,12.37,4.11,0,0,0,0
170,2026-02-18,0,RBDHPKOL,RBDHPKOL,91.23,85.78,74.31,58.22,38.26,21.25,12.15,4.82,0,0,0,0
171,2026-02-18,4,RBDHPKOL,RBDHPKOL,91.29,86.24,74.69,59.25,39.1,21.6,11.35,3.96,0,0,0,0
172,2026-02-18,9,RBDHPKOL,RBDHPKOL,91.49,85.63,75.76,59.55,38.5,21.34,10.93,4.5,0,0,0,0
173,2026-02-18,13,RBDHPKOL,RBDHPKOL,91.41,85.37,75.89,58.74,38.26,21.62,12.21,5.02,0,0,0,0
174,2026-02-18,17,RBDHPKOL,RBDHPKOL,91.58,84.74,75.32,57.95,37.65,21.7,12.22,4.9,0,0,0,0
175,2026-02-18,21,RBDHPKOL,RBDHPKOL,91.7,84.95,76.13,57.94,38.1,22.01,12.8,5.12,0,0,0,0
176,2026-01-12,10,RBDHPKST,RBDHPKST,96.75,96.24,95.08,89.62,55.17,0.87,0,0,0,0,0,0
177,2026-01-12,14,RBDHPKST,RBDHPKST,96.7,96.38,95.37,90.09,54.08,2.58,0,0,0,0,0,0
178,2026-01-12,18,RBDHPKST,RBDHPKST,96.95,96.45,95.01,90.89,55.2,1.04,0,0,0,0,0,0
179,2026-01-12,2,RBDHPKST,RBDHPKST,96.96,96.6,94.06,89.23,54.48,0.99,0,0,0,0,0,0
180,2026-01-12,6,RBDHPKST,RBDHPKST,97.05,96.88,94.72,90.38,54.97,0.33,0,0,0,0,0,0
181,2026-02-12,10,RBDHPKST,RBDHPKST,96.86,96.59,95.24,90.73,52.96,2.06,0,0,0,0,0,0
182,2026-01-05,7,FEED - RBDPKOL BATCH 1,RDBPKOL,52.08,35.92,14.75,0,0,0,0,0,0,0,0,0
183,2026-01-05,10,FEED - RBDPKOL BATCH 2,RDBPKOL,53.24,36.92,14.33,0,0,0,0,0,0,0,0,0
184,2026-01-05,13,FEED - RBDPKOL BATCH 3,RDBPKOL,56.33,35.55,16,0,0,0,0,0,0,0,0,0
185,2026-01-05,15,FEED - RBDPKOL BATCH 4,RDBPKOL,49.43,34.34,14.73,0,0,0,0,0,0,0,0,0
186,2026-01-05,17,FEED - RBDPKOL BATCH 5,RDBPKOL,54.32,36.55,15.37,0,0,0,0,0,0,0,0,0
187,2026-01-05,19,FEED - RBDPKOL BATCH 6,RDBPKOL,53.31,35.68,14.52,0,0,0,0,0,0,0,0,0
188,2026-01-05,21,FEED - RBDPKOL BATCH 7,RDBPKOL,53.93,35,14.48,0,0,0,0,0,0,0,0,0
189,2026-01-06,0,FEED - RBDPKOL BATCH 8,RDBPKOL,53.87,35.64,14.74,0,0,0,0,0,0,0,0,0
190,2026-01-06,1,FEED - RBDPKOL BATCH 9,RDBPKOL,55.13,35.66,14.62,0,0,0,0,0,0,0,0,0
191,2026-01-06,4.45,FEED - RBDPKOL BATCH 10,RDBPKOL,51.8,37.14,15.3,0,0,0,0,0,0,0,0,0
192,2026-01-06,6.2,FEED - RBDPKOL BATCH 11,RDBPKOL,51.78,35.92,14.96,0,0,0,0,0,0,0,0,0
193,2026-01-06,8.15,FEED - RBDPKOL BATCH 12,RDBPKOL,52.59,35.67,14.43,0,0,0,0,0,0,0,0,0
194,2026-01-06,11,FEED - RBDPKOL BATCH 13,RDBPKOL,52.34,36.47,14.65,0,0,0,0,0,0,0,0,0
195,2026-01-06,16.1,FEED - RBDPKOL BATCH 15,RDBPKOL,52.29,36.92,14.76,0,0,0,0,0,0,0,0,0
196,2026-01-06,18,FEED - RBDPKOL BATCH 16,RDBPKOL,51.51,36.25,13.8,0,0,0,0,0,0,0,0,0
197,2026-01-06,20,FEED - RBDPKOL BATCH 17,RDBPKOL,52.91,35.89,13.88,0,0,0,0,0,0,0,0,0
198,2026-01-06,22,FEED - RBDPKOL BATCH 18,RDBPKOL,53.03,36.38,14.04,0,0,0,0,0,0,0,0,0
199,2026-01-07,1,FEED - RBDPKOL BATCH 19,RDBPKOL,53.6,36.07,13.75,0,0,0,0,0,0,0,0,0
200,2026-01-07,7,FEED - RBDST BATCH 1,RBDPST,75.2,67.16,56.99,43.88,33.81,25.76,20,14.51,6.25,0,0,0
201,2026-01-07,18,FEED - RBDST BATCH 2,RBDPST,81.89,75.71,66.64,53.86,42.25,33.49,23.4,17.5,9.24,0,0,0
202,2026-01-07,15,FEED - RBDST BATCH 3,RBDPST,81.9,75.36,65.66,54.2,44.21,32.67,23.83,18.13,8.98,0,0,0
